rank,finalWorth,personName,age,country,city,source,industries,countryOfCitizenship,organization,selfMade,status,gender,lastName,firstName,title,state,residenceStateRegion,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country
94,17500,Savitri Jindal & family,73.0,India,Hisar,Steel,Metals & Mining,India,,False,D,F,Jindal,Savitri,,,,1950.0,3.0,20.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
97,17400,Donald Bren,90.0,United States,Newport Beach,Real estate,Real Estate,United States,Irvine Company,True,U,M,Bren,Donald,Chairman,California,West,1932.0,5.0,11.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
97,17400,"John Menard, Jr.",83.0,United States,Eau Claire,Home improvement stores,Fashion & Retail,United States,"Menard, Inc.",True,U,M,Menard,John,Founder,Wisconsin,Midwest,1940.0,1.0,22.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
99,17100,Rupert Murdoch & family,92.0,United States,New York,"Newspapers, TV network",Media & Entertainment,United States,News Corp Class A,False,D,M,Murdoch,Rupert,Chairman and CEO,New York,Northeast,1931.0,3.0,11.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
100,16700,Vicky Safra & family,70.0,Switzerland,Crans-Montana,Banking,Finance & Investments,Brazil,,False,U,F,Safra,Vicky,,,,1953.0,1.0,1.0,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
101,16500,"Theo Albrecht, Jr. & family",72.0,Germany,Mulheim an der Ruhr,"Aldi, Trader Joe's",Fashion & Retail,Germany,,False,D,M,Albrecht,Theo,,,,1951.0,1.0,1.0,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
101,16500,Renata Kellnerova & family,55.0,Czech Republic,Prague,"Finance, telecommunications",Finance & Investments,Czech Republic,,False,D,F,Kellnerova,Renata,,,,1967.0,7.0,4.0,116.48,2.8,"$246,489,245,495 ",64.1,100.7,79.0,14.9,46.1,10669709.0,49.817492,15.472962
103,16300,Li Xiting,72.0,China,Shenzhen,medical devices,Healthcare,Singapore,,True,D,M,Li,Xiting,,,,1951.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
104,16200,Stefan Persson,75.0,Sweden,Stockholm,H&M,Fashion & Retail,Sweden,Hennes & Mauritz Unsponsored ADR,False,D,M,Persson,Stefan,Chairman,,,1947.0,10.0,4.0,110.51,1.8,"$530,832,908,738 ",67.0,126.6,82.5,27.9,49.1,10285453.0,60.128161,18.643501
104,16200,Eric Schmidt,67.0,United States,Atherton,Google,Technology,United States,,True,D,M,Schmidt,Eric,,California,West,1955.0,4.0,27.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
106,16000,Michael Platt,55.0,Switzerland,Geneva,Hedge funds,Finance & Investments,United Kingdom,BlueCrest Capital Management,True,U,M,Platt,Michael,Founder ,,,1968.0,3.0,18.0,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
107,15900,Pang Kang,67.0,China,Foshan,Soy sauce,Food & Beverage,China,,True,D,M,Pang,Kang,,,,1956.0,1.0,19.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
108,15800,Karl Albrecht Jr. & family,,Germany,,Supermarkets,Fashion & Retail,Germany,,False,Split Family Fortune,M,Albrecht Jr.,Karl,,,,,,,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
108,15800,Beate Heister,,,,Supermarkets,Fashion & Retail,Germany,,False,Split Family Fortune,F,Heister,Beate,,,,,,,,,,,,,,,,,
108,15800,Jorge Paulo Lemann & family,83.0,Switzerland,Zurich,Beer,Food & Beverage,Brazil,,True,U,M,Lemann,Jorge Paulo,"Investor, Philanthropist",,,1939.0,8.0,26.0,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
108,15800,Peter Woo,76.0,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,,False,D,M,Woo,Peter,,,,1946.0,9.0,5.0,,,,,,,,,,,
112,15600,Dilip Shanghvi,67.0,India,Mumbai,Pharmaceuticals,Healthcare,India,,True,E,M,Shanghvi,Dilip,,,,1955.0,10.0,1.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
113,15500,Robert Pera,45.0,United States,San Jose,Wireless networking,Technology,United States,Ubiquiti,True,U,M,Pera,Robert,Chief Executive Officer,California,West,1978.0,3.0,10.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
114,15300,Radhakishan Damani,68.0,India,Mumbai,"Retail, investments",Fashion & Retail,India,,True,D,M,Damani,Radhakishan,,,,1955.0,1.0,1.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
115,15200,Huang Shilin,56.0,China,Ningde,Batteries,Automotive,China,,True,D,M,Huang,Shilin,,,,1967.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
116,14900,Dhanin Chearavanont,83.0,Thailand,Bangkok,Diversified,Diversified,Thailand,,False,U,M,Chearavanont,Dhanin,,,,1939.0,4.0,19.0,113.27,0.7,"$543,649,976,166 ",49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541
116,14900,David Green & family,81.0,United States,Oklahoma City,Retail,Fashion & Retail,United States,Hobby Lobby,True,U,M,Green,David,CEO,Oklahoma,South,1941.0,11.0,13.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
118,14800,Charoen Sirivadhanabhakdi,78.0,Thailand,Bangkok,"Alcohol, real estate",Food & Beverage,Thailand,,True,U,M,Sirivadhanabhakdi,Charoen,,,,1944.0,5.0,2.0,113.27,0.7,"$543,649,976,166 ",49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541
119,14700,Charlene de Carvalho-Heineken & family,68.0,United Kingdom,London,Heineken,Food & Beverage,Netherlands,,False,D,F,de Carvalho-Heineken,Charlene,,,,1954.0,6.0,30.0,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
120,14600,Xu Hang,60.0,China,Shenzhen,Medical devices,Healthcare,Hong Kong,,True,D,M,Xu,Hang,,,,1962.0,5.0,22.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
121,14500,Wei Jianjun & family,59.0,China,Baoding,Automobiles,Automotive,China,,True,D,M,Wei,Jianjun,,,,1964.0,3.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
122,14400,Alisher Usmanov,69.0,Uzbekistan,Tashkent,"Steel, telecom, investments",Metals & Mining,Russia,Metalloinvest,True,U,M,Usmanov,Alisher,Founder,,,1953.0,9.0,9.0,,,"$57,921,286,440 ",10.1,104.2,71.6,14.8,31.6,33580650.0,41.377491,64.585262
123,14300,Goh Cheng Liang,95.0,Singapore,Singapore,Paints,Manufacturing,Singapore,,True,U,M,Goh,Cheng Liang,,,,1927.0,6.0,27.0,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836
124,14200,Kumar Birla,55.0,India,Mumbai,Commodities,Diversified,India,,False,D,M,Birla,Kumar,,,,1967.0,6.0,14.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
124,14200,Aliko Dangote,65.0,Nigeria,Lagos,"Cement, sugar",Manufacturing,Nigeria,Dangote Group,True,U,M,Dangote,Aliko,CEO,,,1957.0,4.0,10.0,267.51,11.4,"$448,120,428,859 ",10.2,84.7,54.3,1.5,34.8,200963599.0,9.081999,8.675277
126,14100,Kwong Siu-hing,93.0,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,,False,U,F,Kwong,Siu-hing,,,,1929.0,12.0,2.0,,,,,,,,,,,
127,14000,Idan Ofer,67.0,United Kingdom,London,Shipping,Diversified,Israel,,False,U,M,Ofer,Idan,,,,1955.0,10.0,2.0,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
128,13900,Chen Bang,57.0,China,Changsha,Hospitals,Healthcare,China,,True,U,M,Chen,Bang,,,,1965.0,9.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
128,13900,Lui Che Woo,94.0,Hong Kong,Hong Kong,Casinos/hotels,Gambling & Casinos,Hong Kong,,True,U,M,Lui,Che Woo,,,,1929.0,4.0,1.0,,,,,,,,,,,
130,13700,John Fredriksen,78.0,United Kingdom,London,Shipping,Logistics,Cyprus,,True,U,M,Fredriksen,John,Investor,,,1945.0,2.0,1.0,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
130,13700,Diane Hendricks,76.0,United States,Afton,Building supplies,Construction & Engineering,United States,ABC Supply,True,U,F,Hendricks,Diane,Cofounder,Wisconsin,Midwest,1947.0,3.0,2.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
130,13700,Jan Koum,47.0,United States,Atherton,WhatsApp,Technology,United States,WhatsApp Inc.,True,U,M,Koum,Jan,"CEO, cofounder",California,West,1976.0,2.0,24.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
133,13300,Jerry Jones,80.0,United States,Dallas,Dallas Cowboys,Sports,United States,Dallas Cowboys,True,U,M,Jones,Jerry,President and General Manager,Texas,South,1942.0,10.0,13.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
133,13300,George Kaiser,80.0,United States,Tulsa,"Oil & gas, banking",Energy,United States,BOK Financial Corp.,False,U,M,Kaiser,George,Chairman,Oklahoma,South,1942.0,7.0,29.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
133,13300,Joseph Lau,71.0,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,,True,D,M,Lau,Joseph,,,,1951.0,7.0,21.0,,,,,,,,,,,
136,13200,Lu Xiangyang,60.0,China,Guangzhou,"Automobiles, batteries",Automotive,China,,True,D,M,Lu,Xiangyang,,,,1962.0,12.0,28.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
137,13100,Harry Triguboff,90.0,Australia,Sydney,Real estate,Real Estate,Australia,,True,U,M,Triguboff,Harry,,,,1933.0,3.0,3.0,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136
138,12900,Uday Kotak,64.0,India,Mumbai,Banking,Finance & Investments,India,,True,D,M,Kotak,Uday,,,,1959.0,3.0,15.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
138,12900,Stanley Kroenke,75.0,United States,Electra,"Sports, real estate",Sports,United States,,True,U,M,Kroenke,Stanley,,Texas,South,1947.0,7.0,29.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
140,12600,Mikhail Fridman,58.0,United Kingdom,London,"Oil, banking, telecom",Energy,Russia,,True,U,M,Fridman,Mikhail,,,,1964.0,4.0,21.0,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
141,12300,Sarath Ratanavadi,57.0,Thailand,Bangkok,Energy,Energy,Thailand,,True,U,M,Ratanavadi,Sarath,,,,1965.0,7.0,12.0,113.27,0.7,"$543,649,976,166 ",49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541
142,12200,Dang Yanbao,50.0,China,Yinchuan,Coal,Metals & Mining,China,,True,D,M,Dang,Yanbao,,,,1973.0,2.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
142,12200,Jiang Rensheng & family,69.0,China,Chongqing,Vaccines,Healthcare,China,,True,D,M,Jiang,Rensheng,,,,1953.0,10.0,8.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
144,12100,Shahid Khan,72.0,United States,Naples,Auto parts,Automotive,United States,,True,U,M,Khan,Shahid,,Florida,South,1950.0,7.0,18.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
145,12000,Laurene Powell Jobs & family,59.0,United States,Palo Alto,"Apple, Disney",Technology,United States,Emerson Collective,False,D,F,Powell Jobs,Laurene,"Investor, Philanthropist",California,West,1963.0,11.0,6.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
146,11800,Robert Kuok,99.0,Hong Kong,Hong Kong,"Palm oil, shipping, property",Diversified,Malaysia,,True,U,M,Kuok,Robert,,,,1923.0,10.0,6.0,,,,,,,,,,,
147,11600,Stephen Ross,82.0,United States,New York,Real estate,Real Estate,United States,,True,U,M,Ross,Stephen,,New York,Northeast,1940.0,5.0,10.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
148,11500,Pavel Durov,38.0,United Arab Emirates,Dubai,Messaging app,Technology,United Arab Emirates,,True,D,M,Durov,Pavel,,,,1984.0,10.0,10.0,114.52,-1.9,"$421,142,267,938 ",36.8,108.4,77.8,0.1,15.9,9770529.0,23.424076,53.847818
148,11500,Andreas Struengmann & family,73.0,Germany,Tegernsee,Pharmaceuticals,Healthcare,Germany,,True,D,M,Struengmann,Andreas,,,,1950.0,2.0,16.0,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
148,11500,Thomas Struengmann & family,73.0,Germany,Tegernsee,Pharmaceuticals,Healthcare,Germany,,True,D,M,Struengmann,Thomas,,,,1950.0,2.0,16.0,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
151,11400,Liu Hanyuan,59.0,China,Chengdu,Agribusiness,Food & Beverage,China,,True,D,M,Liu,Hanyuan,,,,1964.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
151,11400,Michael Rubin,50.0,United States,Bryn Mawr,Online retail,Fashion & Retail,United States,Kynetic,True,U,M,Rubin,Michael,CEO,Pennsylvania,Northeast,1972.0,7.0,21.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
153,11300,Israel Englander,74.0,United States,New York,Hedge funds,Finance & Investments,United States,"Millennium Management, L.L.C.",True,D,M,Englander,Israel,Founder,New York,Northeast,1948.0,9.0,30.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
153,11300,Viatcheslav Kantor,69.0,Israel,Herzliya,"Fertilizer, real estate",Manufacturing,Russia,,True,U,M,Kantor,Viatcheslav,,,,1953.0,9.0,8.0,108.15,0.8,"$395,098,666,122 ",63.4,104.9,82.8,23.1,25.3,9053300.0,31.046051,34.851612
153,11300,Anthony Pratt,62.0,Australia,Melbourne,Manufacturing,Manufacturing,Australia,,False,D,M,Pratt,Anthony,,,,1960.0,4.0,11.0,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136
153,11300,Mikhail Prokhorov,57.0,Switzerland,Frauenfeld,Investments,Finance & Investments,Russia,,True,U,M,Prokhorov,Mikhail,,,,1965.0,5.0,3.0,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
157,11100,Giorgio Armani,88.0,Italy,Milan,Luxury goods,Fashion & Retail,Italy,,True,U,M,Armani,Giorgio,,,,1934.0,7.0,11.0,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738
157,11100,Johann Rupert & family,72.0,South Africa,Cape Town,Luxury goods,Fashion & Retail,South Africa,,False,U,M,Rupert,Johann,,,,1950.0,6.0,1.0,158.93,4.1,"$351,431,649,241 ",22.4,100.9,63.9,27.5,29.2,58558270.0,-30.559482,22.937506
159,11000,Gong Hongjia & family,58.0,Hong Kong,Hong Kong,Video surveillance,Finance & Investments,Hong Kong,,True,D,M,Gong,Hongjia,,,,1965.0,1.0,1.0,,,,,,,,,,,
159,11000,Zhang Zhidong,51.0,China,Shenzhen,Internet media,Technology,China,,True,D,M,Zhang,Zhidong,,,,1972.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
161,10900,Philip Anschutz,83.0,United States,Denver,"Energy, sports, entertainment",Finance & Investments,United States,,False,E,M,Anschutz,Philip,,Colorado,West,1939.0,12.0,28.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
161,10900,Judy Love & family,85.0,United States,Oklahoma City,Gas stations,Fashion & Retail,United States,Love's Travel Stops and Country Stores,True,U,F,Love,Judy,Chairman and CEO,Oklahoma,South,1937.0,6.0,17.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
161,10900,Ricardo Salinas Pliego & family,67.0,Mexico,Mexico City,"Retail, media",Fashion & Retail,Mexico,,False,D,M,Salinas Pliego,Ricardo,,,,1955.0,10.0,19.0,141.54,3.6,"$1,258,286,717,125 ",40.2,105.8,75.0,13.1,55.1,126014024.0,23.634501,-102.552784
164,10700,Donald Newhouse,93.0,United States,New York,Media,Media & Entertainment,United States,,False,D,M,Newhouse,Donald,,New York,Northeast,1929.0,8.0,5.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
165,10600,Robert Kraft,81.0,United States,Brookline,"Manufacturing, New England Patriots",Sports,United States,The Kraft Group,True,U,M,Kraft,Robert,Chairman & CEO,Massachusetts,Northeast,1941.0,6.0,5.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
165,10600,Marcel Herrmann Telles,73.0,Brazil,Sao Paulo,Beer,Food & Beverage,Brazil,,True,U,M,Telles,Marcel Herrmann,,,,1950.0,1.0,1.0,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528
167,10500,Suleiman Kerimov & family,57.0,Russia,Moscow,Gold,Finance & Investments,Russia,,True,U,M,Kerimov & family,Suleiman,,,,1966.0,3.0,12.0,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756
167,10500,Sky Xu,39.0,China,Guangzhou,E-commerce,Fashion & Retail,China,,True,U,M,Xu,Sky,,,,1984.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
167,10500,Changpeng Zhao,45.0,United Arab Emirates,Dubai,Cryptocurrency exchange,Finance & Investments,Canada,,True,D,M,Zhao,Changpeng,,,,1977.0,9.0,10.0,114.52,-1.9,"$421,142,267,938 ",36.8,108.4,77.8,0.1,15.9,9770529.0,23.424076,53.847818
170,10300,Andrew Beal,70.0,United States,Dallas,"Banks, real estate",Finance & Investments,United States,,True,U,M,Beal,Andrew,,Texas,South,1952.0,11.0,29.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
171,10200,Mike Cannon-Brookes,43.0,Australia,Sydney,Software,Technology,Australia,,True,D,M,Cannon-Brookes,Mike,,,,1979.0,11.0,17.0,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136
171,10200,Carl Cook,60.0,United States,Bloomington,Medical devices,Healthcare,United States,,False,D,M,Cook,Carl,,Indiana,Midwest,1962.0,8.0,19.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
171,10200,David Duffield,82.0,United States,Incline Village,Business software,Technology,United States,Workday,True,D,M,Duffield,David,Chairman and Cofounder,Nevada,West,1940.0,9.0,21.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
171,10200,Jeffery Hildebrand,64.0,United States,Houston,Oil,Energy,United States,,True,U,M,Hildebrand,Jeffery,,Texas,South,1959.0,3.0,5.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
171,10200,Viktor Rashnikov,74.0,Russia,Magnitogorsk,Steel,Manufacturing,Russia,,True,U,M,Rashnikov,Viktor,,,,1948.0,10.0,13.0,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756
171,10200,Eduardo Saverin,41.0,Singapore,Singapore,Facebook,Technology,Brazil,Meta Platforms,True,D,M,Saverin,Eduardo,Investor,,,1982.0,3.0,19.0,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836
171,10200,Georg Schaeffler,58.0,Germany,Herzogenaurach,Auto parts,Automotive,Germany,,False,U,M,Schaeffler,Georg,,,,1964.0,10.0,19.0,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
171,10200,Christy Walton,74.0,United States,Jackson,Walmart,Fashion & Retail,United States,,False,U,F,Walton,Christy,,Wyoming,South,1949.0,2.0,8.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
179,10100,Scott Farquhar,43.0,Australia,Sydney,Software,Technology,Australia,,True,D,M,Farquhar,Scott,,,,1979.0,12.0,17.0,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136
179,10100,Quek Leng Chan,81.0,Malaysia,Kuala Lumpur,"Banking, property",Diversified,Malaysia,,False,D,M,Quek,Leng Chan,,,,1941.0,8.0,12.0,121.46,0.7,"$364,701,517,788 ",45.1,105.3,76.0,12.0,38.7,32447385.0,4.210484,101.975766
179,10100,Wu Yajun,59.0,China,Beijing,Real estate,Real Estate,China,,True,D,F,Wu,Yajun,,,,1964.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
182,10000,Autry Stephens,85.0,United States,Midland,Oil,Energy,United States,,True,U,M,Stephens,Autry,,Texas,South,1938.0,3.0,8.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
183,9900,Liu Yongxing,74.0,China,Shanghai,Diversified,Service,China,East Hope Group,True,D,M,Liu,Yongxing,Chairman,,,1948.0,6.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
184,9800,Vinod Adani,74.0,United Arab Emirates,Dubai,"Infrastructure, commodities",Diversified,Cyprus,,True,Split Family Fortune,M,Adani,Vinod,,,,1949.0,1.0,10.0,114.52,-1.9,"$421,142,267,938 ",36.8,108.4,77.8,0.1,15.9,9770529.0,23.424076,53.847818
184,9800,Nicolas Puech,80.0,Switzerland,Martigny,Hermes,Fashion & Retail,France,,False,U,M,Puech,Nicolas,,,,1943.0,1.0,29.0,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
184,9800,"Jacques Saadé, Jr.",51.0,France,Marseille,Shipping,Logistics,France,,False,Split Family Fortune,M,Saadé,Jacques,,,,1971.0,8.0,10.0,110.05,1.1,"$2,715,518,274,227 ",65.6,102.5,82.5,24.2,60.7,67059887.0,46.227638,2.213749
184,9800,Rodolphe Saadé,53.0,France,Marseille,Shipping,Logistics,France,CMA CGM,False,Split Family Fortune,M,Saadé,Rodolphe,Chairman and CEO,,,1970.0,3.0,3.0,110.05,1.1,"$2,715,518,274,227 ",65.6,102.5,82.5,24.2,60.7,67059887.0,46.227638,2.213749
184,9800,Tanya Saadé Zeenny,55.0,France,Marseille,Shipping,Logistics,France,,False,Split Family Fortune,F,Saadé Zeenny,Tanya,,,,1968.0,2.0,1.0,110.05,1.1,"$2,715,518,274,227 ",65.6,102.5,82.5,24.2,60.7,67059887.0,46.227638,2.213749
184,9800,Melker Schorling & family,75.0,Sweden,Stockholm,Investments,Finance & Investments,Sweden,,True,D,M,Schorling,Melker,,,,1947.0,5.0,15.0,110.51,1.8,"$530,832,908,738 ",67.0,126.6,82.5,27.9,49.1,10285453.0,60.128161,18.643501
190,9700,Andrei Guriev & family,63.0,Russia,Moscow,Fertilizers,Manufacturing,Russia,,True,U,M,Guriev & family,Andrei,,,,1960.0,3.0,24.0,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756
190,9700,Michael Kim,59.0,South Korea,Seoul,Private equity,Finance & Investments,United States,MBK Partners,True,U,M,Kim,Michael,,,,1963.0,10.0,1.0,115.16,0.4,"$2,029,000,000,000 ",94.3,98.1,82.6,15.6,33.2,51709098.0,35.907757,127.766922
190,9700,Lei Jun,53.0,China,Beijing,Smartphones,Technology,China,Xiaomi,True,D,M,Lei,Jun,Founder and CEO,,,1969.0,12.0,16.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
